## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 칼럼명 : INDEX	WORD_FORM	LEMMA	POS	HEAD	DEPREL
## klue-dp-v1_train_00000_wikitree	해당 그림을 보면 디즈니 공주들이 브리트니 스피어스의 앨범이나 뮤직비디오, 화보 속 모습을 똑같이 재연했다.

## klue-dp-v1_train_00139_wikitree	이 영상은 지난 2008년 7월 스티브잡스가 아이폰 3G가 처음 소개된 것부터 시작해 지난해 가을 아이폰5S 발표까지 일목요연하게 정리돼 있다.
1	이	이	MMD	2	DP
2	영상은	영상 은	NNG+JX	18	NP_SBJ
3	지난	지나 ㄴ	VV+ETM	5	VP_MOD
4	2008년	2008 년	SN+NNB	5	NP
5	7월	7 월	SN+NNB	10	NP_AJT
6	스티브잡스가	스티브잡스 가	NNP+JKS	10	NP_SBJ
7	아이폰	아이폰	NNP	8	NP
8	3G가	3 G 가	SN+SL+JKS	10	NP_SBJ
9	처음	처음	NNG	10	NP_AJT
10	소개된	소개 되 ㄴ	NNG+XSV+ETM	11	VP_MOD
11	것부터	것 부터	NNB+JX	12	NP_AJT
12	시작해	시작 하 여	NNG+XSV+EC	18	VP
13	지난해	지나 ㄴ 해	VV+ETM+NNG	14	NP
14	가을	가을	NNG	16	NP
15	아이폰5S	아이폰 5 S	NNP+SN+SL	16	NP
16	발표까지	발표 까지	NNG+JX	18	NP_AJT
17	일목요연하게	일목요연하 게	VA+EC	18	VP_AJT
18	정리돼	정리 되 어	NNG+XSV+EC	19	VP
19	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00140_wikitree	한편 강동원 씨는 위험에 직면한 소녀를 구하기 위해 사건에 뛰어든 두 사제 간 이야기를 그린 영화 '검은 사제들’(감독 장재현) 촬영에 한창이다.
1	한편	한편	MAG	21	AP
2	강동원	강동원	NNP	3	NP
3	씨는	씨 는	NNB+JX	21	NP_SBJ
4	위험에	위험 에	NNG+JKB	5	NP_AJT
5	직면한	직면하 ㄴ	VV+ETM	6	VP_MOD
6	소녀를	소녀 를	NNG+JKO	7	NP_OBJ
7	구하기	구하 기	VV+ETN	8	VP_OBJ
8	위해	위하 여	VV+EC	10	VP
9	사건에	사건 에	NNG+JKB	10	NP_AJT
10	뛰어든	뛰 어 들 ㄴ	VV+EC+VX+ETM	13	VP_MOD
11	두	두	MMN	12	DP
12	사제	사제	NNG	13	NP
13	간	간	NNG	14	NP
14	이야기를	이야기 를	NNG+JKO	15	NP_OBJ
15	그린	그리 ㄴ	VV+ETM	16	VP_MOD
16	영화	영화	NNG	19	NP
17	'검은	' 검 은	SS+VA+ETM	18	VP_MOD
18	사제들’(감독	사제 들 ’ ( 감독	NNG+XSN+SS+SS+NNG	19	NP
19	장재현)	장재현 )	NNP+SS	20	NP
20	촬영에	촬영 에	NNG+JKB	21	NP_AJT
21	한창이다.	한창 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00141_wikitree	오바마 대통령은 이날 오후 부인인 미셸 여사, 두 딸 말리아와 사샤, 장모인 마리안 로빈슨과 함께 쿠바 아바나의 호세마르티 국제공항에 도착했다.
1	오바마	오바마	NNP	2	NP
2	대통령은	대통령 은	NNG+JX	20	NP_SBJ
3	이날	이 날	MMD+NNG	4	NP
4	오후	오후	NNG	20	NP_AJT
5	부인인	부인 이 ㄴ	NNG+VCP+ETM	7	VNP_MOD
6	미셸	미셸	NNP	7	NP
7	여사,	여사 ,	NNG+SP	14	NP_CNJ
8	두	두	MMN	9	DP
9	딸	딸	NNG	11	NP
10	말리아와	말리아 와	NNP+JC	11	NP_CNJ
11	사샤,	사샤 ,	NNP+SP	14	NP_CNJ
12	장모인	장모 이 ㄴ	NNG+VCP+ETM	14	VNP_MOD
13	마리안	마리안	NNP	14	NP
14	로빈슨과	로빈슨 과	NNP+JKB	15	NP_AJT
15	함께	함께	MAG	20	AP
16	쿠바	쿠바	NNP	17	NP
17	아바나의	아바나 의	NNP+JKG	19	NP_MOD
18	호세마르티	호세마르티	NNP	19	NP
19	국제공항에	국제 공항 에	NNG+NNG+JKB	20	NP_AJT
20	도착했다.	도착 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00142_wikitree	경찰은 지난해 11월부터 지난 달까지 해당 어린이집 원생 11명이 지속적으로 폭행을 당한 사실을 확인했다고 밝혔다.
1	경찰은	경찰 은	NNG+JX	15	NP_SBJ
2	지난해	지나 ㄴ 해	VV+ETM+NNG	3	NP
3	11월부터	11 월 부터	SN+NNB+JX	5	NP_AJT
4	지난	지나 ㄴ	VV+ETM	5	VP_MOD
5	달까지	달 까지	NNG+JX	12	NP_AJT
6	해당	해당	NNG	7	NP
7	어린이집	어린이집	NNG	8	NP
8	원생	원생	NNG	9	NP
9	11명이	11 명 이	SN+NNB+JKS	12	NP_SBJ
10	지속적으로	지속 적 으로	NNG+XSN+JKB	12	NP_AJT
11	폭행을	폭행 을	NNG+JKO	12	NP_OBJ
12	당한	당하 ㄴ	VV+ETM	13	VP_MOD
13	사실을	사실 을	NNG+JKO	14	NP_OBJ
14	확인했다고	확인 하 였 다고	NNG+XSV+EP+EC	15	VP_AJT
15	밝혔다.	밝히 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00143_wikitree	JTBC 드라마 '하녀들’ 촬영 도중 불의의 사고로 소중한 생명이 희생된 점에 대해 유족과 온 국민께 심심한 사과의 말씀을 드립니다.
1	JTBC	JTBC	SL	2	NP
2	드라마	드라마	NNG	3	NP
3	'하녀들’	' 하녀들 ’	SS+NNP+SS	4	NP
4	촬영	촬영	NNG	5	NP
5	도중	도중	NNG	10	NP_AJT
6	불의의	불의 의	NNG+JKG	7	NP_MOD
7	사고로	사고 로	NNG+JKB	10	NP_AJT
8	소중한	소중하 ㄴ	VA+ETM	9	VP_MOD
9	생명이	생명 이	NNG+JKS	10	NP_SBJ
10	희생된	희생 되 ㄴ	NNG+XSV+ETM	11	VP_MOD
11	점에	점 에	NNG+JKB	12	NP_AJT
12	대해	대하 여	VV+EC	19	VP
13	유족과	유족 과	NNG+JC	15	NP_CNJ
14	온	온	MMD	15	DP
15	국민께	국민 께	NNG+XSN	19	NP_AJT
16	심심한	심심하 ㄴ	VA+ETM	18	VP_MOD
17	사과의	사과 의	NNG+JKG	18	NP_MOD
18	말씀을	말씀 을	NNG+JKO	19	NP_OBJ
19	드립니다.	드리 ㅂ니다 .	VV+EF+SF	0	VP

## klue-dp-v1_train_00144_wikitree	이 글을 본 한 트위터 이용자가 자신의 생각을 밝히며 설전이 시작됐다.
1	이	이	MMD	2	DP
2	글을	글 을	NNG+JKO	3	NP_OBJ
3	본	보 ㄴ	VV+ETM	6	VP_MOD
4	한	한	MMN	6	DP
5	트위터	트위터	NNP	6	NP
6	이용자가	이용자 가	NNG+JKS	9	NP_SBJ
7	자신의	자신 의	NNG+JKG	8	NP_MOD
8	생각을	생각 을	NNG+JKO	9	NP_OBJ
9	밝히며	밝히 며	VV+EC	11	VP
10	설전이	설전 이	NNG+JKS	11	NP_SBJ
11	시작됐다.	시작 되 었 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00145_wikitree	A씨는 그해 5월 사직서를 제출했지만 학교 교원징계위원회는 이를 반려하고 같은 해 10월 파면을 결정했다.
1	A씨는	A 씨 는	SL+NNB+JX	5	NP_SBJ
2	그해	그 해	NP+NNG	3	NP
3	5월	5 월	SN+NNB	5	NP_AJT
4	사직서를	사직서 를	NNG+JKO	5	NP_OBJ
5	제출했지만	제출 하 였 지만	NNG+XSV+EP+EC	9	VP
6	학교	학교	NNG	7	NP
7	교원징계위원회는	교원징계위원회 는	NNP+JX	9	NP_SBJ
8	이를	이 를	NP+JKO	9	NP_OBJ
9	반려하고	반려 하 고	NNG+XSV+EC	14	VP
10	같은	같 은	VA+ETM	11	VP_MOD
11	해	해	NNG	12	NP
12	10월	10 월	SN+NNB	14	NP_AJT
13	파면을	파면 을	NNG+JKO	14	NP_OBJ
14	결정했다.	결정 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00146_wikitree	첫 생산품 출하 이래 지난 1월까지 누적 생산량은 20억 1천703만 달러 규모다.
1	첫	첫	MMN	2	DP
2	생산품	생산품	NNG	3	NP
3	출하	출하	NNG	4	NP
4	이래	이래	NNB	8	NP
5	지난	지나 ㄴ	VV+ETM	6	VP_MOD
6	1월까지	1 월 까지	SN+NNB+JX	8	NP_AJT
7	누적	누적	NNG	8	NP
8	생산량은	생산량 은	NNG+JX	12	NP_SBJ
9	20억	20 억	SN+NR	10	NP
10	1천703만	1 천 703 만	SN+NR+SN+NR	11	NP
11	달러	달러	NNB	12	NP
12	규모다.	규모 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00147_wikitree	이명박 전 대통령 기념재단이 6월 지방선거가 끝난 후 설립될 전망이다.
1	이명박	이명박	NNP	3	NP
2	전	전	MMD	3	DP
3	대통령	대통령	NNG	4	NP
4	기념재단이	기념 재단 이	NNG+NNG+JKS	9	NP_SBJ
5	6월	6 월	SN+NNB	6	NP
6	지방선거가	지방 선거 가	NNG+NNG+JKS	7	NP_SBJ
7	끝난	끝나 ㄴ	VV+ETM	8	VP_MOD
8	후	후	NNG	9	NP_AJT
9	설립될	설립 되 ㄹ	NNG+XSV+ETM	10	VP_MOD
10	전망이다.	전망 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00148_wikitree	봉준호 감독의 '설국열차'가 지난 22일 언론 시사회에서 공개된 뒤 해외 언론에서 호평이 쏟아지고 있다.
1	봉준호	봉준호	NNP	2	NP
2	감독의	감독 의	NNG+JKG	3	NP_MOD
3	'설국열차'가	' 설국열차 ' 가	SS+NNP+SS+JKS	8	NP_SBJ
4	지난	지나 ㄴ	VV+ETM	5	VP_MOD
5	22일	22 일	SN+NNB	8	NP_AJT
6	언론	언론	NNG	7	NP
7	시사회에서	시사회 에서	NNG+JKB	8	NP_AJT
8	공개된	공개 되 ㄴ	NNG+XSV+ETM	9	VP_MOD
9	뒤	뒤	NNG	13	NP_AJT
10	해외	해외	NNG	11	NP
11	언론에서	언론 에서	NNG+JKB	13	NP_AJT
12	호평이	호평 이	NNG+JKS	13	NP_SBJ
13	쏟아지고	쏟 아 지 고	VV+EC+VX+EC	14	VP
14	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00149_wikitree	최 씨는 27개월 된 딸을 키우고 있는 21살의 젊은 주부다.
1	최	최	NNP	2	NP
2	씨는	씨 는	NNB+JX	10	NP_SBJ
3	27개월	27 개월	SN+NNB	4	NP_CMP
4	된	되 ㄴ	VV+ETM	5	VP_MOD
5	딸을	딸 을	NNG+JKO	6	NP_OBJ
6	키우고	키우 고	VV+EC	7	VP
7	있는	있 는	VX+ETM	10	VP_MOD
8	21살의	21 살 의	SN+NNB+JKG	10	NP_MOD
9	젊은	젊 은	VA+ETM	10	VP_MOD
10	주부다.	주부 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00150_wikitree	또한 저로인해 힘들어할 저희멤버들과 가족들에게도 미안하단말 꼭 전하고 싶습니다.
1	또한	또한	MAG	8	AP
2	저로인해	저 로 인하 여	NP+JKB+VV+EC	3	VP
3	힘들어할	힘들 어 하 ㄹ	VA+EC+VX+ETM	5	VP_MOD
4	저희멤버들과	저희 멤버 들 과	NP+NNG+XSN+JC	5	NP_CNJ
5	가족들에게도	가족 들 에게 도	NNG+XSN+JKB+JX	8	NP_AJT
6	미안하단말	미안 하 단 말	NNG+VV+ETM+NNG	8	NP_OBJ
7	꼭	꼭	MAG	8	AP
8	전하고	전하 고	VV+EC	9	VP
9	싶습니다.	싶 습니다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00151_wikitree	해당 제품이 국내·외 각종 행사에서 공식 만찬주로 널리 쓰이고 있었던 만큼 신뢰도에 타격을 입게 됐다.
1	해당	해당	NNG	2	NP
2	제품이	제품 이	NNG+JKS	9	NP_SBJ
3	국내·외	국내 · 외	NNG+SP+NNG	5	NP
4	각종	각종	NNG	5	NP
5	행사에서	행사 에서	NNG+JKB	9	NP_AJT
6	공식	공식	NNG	7	NP
7	만찬주로	만찬주 로	NNG+JKB	9	NP_AJT
8	널리	널리	MAG	9	AP
9	쓰이고	쓰이 고	VV+EC	10	VP
10	있었던	있 었 던	VX+EP+ETM	11	VP_MOD
11	만큼	만큼	NNB	14	NP_AJT
12	신뢰도에	신뢰 도 에	NNG+NNG+JKB	14	NP_AJT
13	타격을	타격 을	NNG+JKO	14	NP_OBJ
14	입게	입 게	VV+EC	15	VP
15	됐다.	되 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00152_wikitree	송혜교 씨와 서경덕 교수는 뉴욕현대미술관(MoMA), 토론토 박물관 등에 한글 안내서를 제공해왔다고 알려졌다.
1	송혜교	송혜교	NNP	2	NP
2	씨와	씨 와	NNB+JC	4	NP_CNJ
3	서경덕	서경덕	NNP	4	NP
4	교수는	교수 는	NNG+JX	11	NP_SBJ
5	뉴욕현대미술관(MoMA),	뉴욕현대미술관 ( MoMA ) ,	NNP+SS+SL+SS+SP	7	NP_CNJ
6	토론토	토론토	NNP	7	NP
7	박물관	박물관	NNG	8	NP
8	등에	등 에	NNB+JKB	11	NP_AJT
9	한글	한글	NNG	10	NP
10	안내서를	안내서 를	NNG+JKO	11	NP_OBJ
11	제공해왔다고	제공 하 여 오 았 다고	NNG+XSV+EC+VX+EP+EC	12	VP_CMP
12	알려졌다.	알리 어 지 었 다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00153_wikitree	하지만 박지성의 에인트호번 복귀전은 다소 시간이 걸릴 전망이다.
1	하지만	하지만	MAJ	7	AP
2	박지성의	박지성 의	NNP+JKG	4	NP_MOD
3	에인트호번	에인트호번	NNP	4	NP
4	복귀전은	복귀전 은	NNG+JX	7	NP_SBJ
5	다소	다소	MAG	7	AP
6	시간이	시간 이	NNG+JKS	7	NP_SBJ
7	걸릴	걸리 ㄹ	VV+ETM	8	VP_MOD
8	전망이다.	전망 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00154_wikitree	제 정치 참여를 반대하시는 분들께 사과드립니다.
1	제	저 의	NP+JKG	3	NP_MOD
2	정치	정치	NNG	3	NP
3	참여를	참여 를	NNG+JKO	4	NP_OBJ
4	반대하시는	반대 하 시 는	NNG+XSV+EP+ETM	5	VP_MOD
5	분들께	분 들 께	NNB+XSN+JKB	6	NP_AJT
6	사과드립니다.	사과 드리 ㅂ니다 .	NNG+VV+EF+SF	0	VP

## klue-dp-v1_train_00155_wikitree	4일 최수현 금융감독원장이 임영록 KB금융지주 회장과 이건호 국민은행장에게 중징계 결정을 내렸다.
1	4일	4 일	SN+NNB	11	NP_AJT
2	최수현	최수현	NNP	3	NP
3	금융감독원장이	금융감독원장 이	NNG+JKS	11	NP_SBJ
4	임영록	임영록	NNP	6	NP
5	KB금융지주	KB 금융 지주	SL+NNG+NNG	6	NP
6	회장과	회장 과	NNG+JC	8	NP_CNJ
7	이건호	이건호	NNP	8	NP
8	국민은행장에게	국민은행 장 에게	NNP+NNG+JKB	11	NP_AJT
9	중징계	중징계	NNG	10	NP
10	결정을	결정 을	NNG+JKO	11	NP_OBJ
11	내렸다.	내리 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00156_wikitree	유병언 전 세모그룹 회장 시신이 22일 오전 순천장례식장에서 앰뷸런스로 옮겨지는 장면을 촬영한 'YTN' 영상이다.
1	유병언	유병언	NNP	4	NP
2	전	전	MMD	4	DP
3	세모그룹	세모그룹	NNP	4	NP
4	회장	회장	NNG	5	NP
5	시신이	시신 이	NNG+JKS	10	NP_SBJ
6	22일	22 일	SN+NNB	7	NP
7	오전	오전	NNG	10	NP_AJT
8	순천장례식장에서	순천장례식장 에서	NNP+JKB	10	NP_AJT
9	앰뷸런스로	앰뷸런스 로	NNG+JKB	10	NP_AJT
10	옮겨지는	옮기 어 지 는	VV+EC+VX+ETM	11	VP_MOD
11	장면을	장면 을	NNG+JKO	12	NP_OBJ
12	촬영한	촬영 하 ㄴ	NNG+XSV+ETM	14	VP_MOD
13	'YTN'	' YTN '	SS+SL+SS	14	NP
14	영상이다.	영상 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00157_wikitree	사모펀드 형태의 자산이 현지 펀드매니저에게 투자 전권이 위임된 상태로 페이퍼컴퍼니에 분산돼 있었기 때문이다.
1	사모펀드	사모 펀드	NNG+NNG	2	NP
2	형태의	형태 의	NNG+JKG	3	NP_MOD
3	자산이	자산 이	NNG+JKS	11	NP_SBJ
4	현지	현지	NNG	5	NP
5	펀드매니저에게	펀드 매니저 에게	NNG+NNG+JKB	8	NP_AJT
6	투자	투자	NNG	7	NP
7	전권이	전권 이	NNG+JKS	8	NP_SBJ
8	위임된	위임 되 ㄴ	NNG+XSV+ETM	9	VP_MOD
9	상태로	상태 로	NNG+JKB	11	NP_AJT
10	페이퍼컴퍼니에	페이퍼 컴퍼니 에	NNG+NNG+JKB	11	NP_AJT
11	분산돼	분산 되 어	NNG+XSV+EC	12	VP
12	있었기	있 었 기	VX+EP+ETN	13	VP
13	때문이다.	때문 이 다 .	NNB+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00158_wikitree	그는 그 요인으로 고용증가 둔화, 외환위기 이후 기업경영 시스템 변화와 성과주의 보수체계 확산, 소득세 과세체계의 누진성 후퇴 등을 꼽으며 앞으로 성장둔화, 고령화 등을 고려하면 이를 둘러싼 갈등이 커질 것으로 전망했다.
1	그는	그 는	NP+JX	19	NP_SBJ
2	그	그	MMD	3	DP
3	요인으로	요인 으로	NNG+JKB	19	NP_AJT
4	고용증가	고용 증가	NNG+NNG	5	NP
5	둔화,	둔화 ,	NNG+SP	17	NP_CNJ
6	외환위기	외환 위기	NNG+NNG	7	NP
7	이후	이후	NNG	10	NP
8	기업경영	기업 경영	NNG+NNG	9	NP
9	시스템	시스템	NNG	10	NP
10	변화와	변화 와	NNG+JC	17	NP_CNJ
11	성과주의	성과 주의	NNG+NNG	12	NP
12	보수체계	보수 체계	NNG+NNG	13	NP
13	확산,	확산 ,	NNG+SP	17	NP_CNJ
14	소득세	소득세	NNG	15	NP
15	과세체계의	과세 체계 의	NNG+NNG+JKG	16	NP_MOD
16	누진성	누진 성	NNG+XSN	17	NP
17	후퇴	후퇴	NNG	18	NP
18	등을	등 을	NNB+JKO	19	NP_OBJ
19	꼽으며	꼽 으며	VV+EC	30	VP
20	앞으로	앞 으로	NNG+JKB	24	NP_AJT
21	성장둔화,	성장 둔화 ,	NNG+NNG+SP	22	NP_CNJ
22	고령화	고령 화	NNG+XSN	23	NP
23	등을	등 을	NNB+JKO	24	NP_OBJ
24	고려하면	고려 하 면	NNG+XSV+EC	28	VP
25	이를	이 를	NP+JKO	26	NP_OBJ
26	둘러싼	두르 어 싸 ㄴ	VV+EC+VV+ETM	27	VP_MOD
27	갈등이	갈등 이	NNG+JKS	28	NP_SBJ
28	커질	커지 ㄹ	VV+ETM	29	VP_MOD
29	것으로	것 으로	NNB+JKB	30	NP_AJT
30	전망했다.	전망 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00159_wikitree	스콧 바이스는 근육량, 골밀도, 유연성, 전반적인 혈류 속도와 에너지 생산량이 줄어드는 등 신체 부작용이 일어날 것이라고 밝혔다.
1	스콧	스콧	NNP	2	NP
2	바이스는	바이스 는	NNP+JX	17	NP_SBJ
3	근육량,	근육 량 ,	NNG+NNG+SP	10	NP_CNJ
4	골밀도,	골 밀도 ,	NNG+NNG+SP	10	NP_CNJ
5	유연성,	유연 성 ,	XR+XSN+SP	10	NP_CNJ
6	전반적인	전반 적 이 ㄴ	NNG+XSN+VCP+ETM	8	VNP_MOD
7	혈류	혈류	NNG	8	NP
8	속도와	속도 와	NNG+JC	10	NP_CNJ
9	에너지	에너지	NNG	10	NP
10	생산량이	생산 량 이	NNG+NNG+JKS	11	NP_SBJ
11	줄어드는	줄 어 들 는	VV+EC+VX+ETM	12	VP_MOD
12	등	등	NNB	15	NP_AJT
13	신체	신체	NNG	14	NP
14	부작용이	부작용 이	NNG+JKS	15	NP_SBJ
15	일어날	일 어 나 ㄹ	VV+EC+VX+ETM	16	VP_MOD
16	것이라고	것 이 라고	NNB+VCP+EC	17	VNP_AJT
17	밝혔다.	밝히 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00160_wikitree	현재 35번 환자는 호흡을 돕기 위해 인공호흡기 등을 착용하고 있으나, 전반적으로 안정적인 상태를 유지하고 있으며, 의료진은 환자 치료를 위하여 최선을 다하고 있습니다.
1	현재	현재	MAG	6	AP
2	35번	35 번	SN+NNB	3	NP
3	환자는	환자 는	NNG+JX	6	NP_SBJ
4	호흡을	호흡 을	NNG+JKO	5	NP_OBJ
5	돕기	돕 기	VV+ETN	6	VP_OBJ
6	위해	위하 여	VV+EC	9	VP
7	인공호흡기	인공 호흡기	NNG+NNG	8	NP
8	등을	등 을	NNB+JKO	9	NP_OBJ
9	착용하고	착용 하 고	NNG+XSV+EC	10	VP
10	있으나,	있 으나 ,	VX+EC+SP	14	VP
11	전반적으로	전반 적 으로	NNG+XSN+JKB	14	NP_AJT
12	안정적인	안정 적 이 ㄴ	NNG+XSN+VCP+ETM	13	VNP_MOD
13	상태를	상태 를	NNG+JKO	14	NP_OBJ
14	유지하고	유지 하 고	NNG+XSV+EC	15	VP
15	있으며,	있 으며 ,	VX+EC+SP	19	VP
16	의료진은	의료진 은	NNG+JX	19	NP_SBJ
17	환자	환자	NNG	18	NP
18	치료를	치료 를	NNG+JKO	19	NP_OBJ
19	위하여	위하 여	VV+EC	21	VP
20	최선을	최선 을	NNG+JKO	21	NP_OBJ
21	다하고	다 하 고	MAG+XSV+EC	22	VP
22	있습니다.	있 습니다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00161_wikitree	차노아가 자신의 친아들이 아니라는 논란에 대해 차승원이 공식입장을 발표했다.
1	차노아가	차노아 가	NNP+JKS	4	NP_SBJ
2	자신의	자신 의	NNG+JKG	3	NP_MOD
3	친아들이	친 아들 이	XPN+NNG+JKC	4	NP_CMP
4	아니라는	아니 라는	VCN+ETM	5	VP_MOD
5	논란에	논란 에	NNG+JKB	6	NP_AJT
6	대해	대하 여	VV+EC	9	VP
7	차승원이	차승원 이	NNP+JKS	9	NP_SBJ
8	공식입장을	공식 입장 을	NNG+NNG+JKO	9	NP_OBJ
9	발표했다.	발표 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00162_wikitree	극 중 윤동주(강하늘)가 도쿄 릿교대학 영문학 수업을 듣다 써 내려간 시로 등장한다.
1	극	극	NNG	2	NP
2	중	중	NNB	12	NP_AJT
3	윤동주(강하늘)가	윤동주 ( 강하늘 ) 가	NNP+SS+NNP+SS+JKS	8	NP_SBJ
4	도쿄	도쿄	NNP	5	NP
5	릿교대학	릿교대학	NNP	7	NP
6	영문학	영문학	NNG	7	NP
7	수업을	수업 을	NNG+JKO	8	NP_OBJ
8	듣다	듣 다	VV+EC	9	VP
9	써	쓰 어	VV+EC	10	VP
10	내려간	내리 어 가 ㄴ	VV+EC+VX+ETM	11	VP_MOD
11	시로	시 로	NNG+JKB	12	NP_AJT
12	등장한다.	등장 하 ㄴ다 .	NNG+XSV+EF+SF	0	VP

## klue-dp-v1_train_00163_wikitree	지난 12일 tvN 드라마 '시그널'이 종영한 가운데 주연 배우 조진웅, 이제훈 씨가 마지막 메시지를 전했다.
1	지난	지나 ㄴ	VV+ETM	2	VP_MOD
2	12일	12 일	SN+NNB	6	NP_AJT
3	tvN	tvN	SL	4	NP
4	드라마	드라마	NNG	5	NP
5	'시그널'이	' 시그널 ' 이	SS+NNP+SS+JKS	6	NP_SBJ
6	종영한	종영 하 ㄴ	NNG+XSA+ETM	7	VP_MOD
7	가운데	가운데	NNG	15	NP_AJT
8	주연	주연	NNG	9	NP
9	배우	배우	NNG	12	NP
10	조진웅,	조진웅 ,	NNP+SP	11	NP_CNJ
11	이제훈	이제훈	NNP	12	NP
12	씨가	씨 가	NNB+JKS	15	NP_SBJ
13	마지막	마지막	NNG	14	NP
14	메시지를	메시지 를	NNG+JKO	15	NP_OBJ
15	전했다.	전하 였 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00164_wikitree	후속 엘비스 안드루스의 연속 안타로 텍사스는 무사 2, 3루 찬스를 잡았으나 중심 타선의 침묵으로 한 점도 얻지 못했다.
1	후속	후속	NNG	3	NP
2	엘비스	엘비스	NNP	3	NP
3	안드루스의	안드루스 의	NNP+JKG	5	NP_MOD
4	연속	연속	NNG	5	NP
5	안타로	안타 로	NNG+JKB	11	NP_AJT
6	텍사스는	텍사스 는	NNP+JX	11	NP_SBJ
7	무사	무사	NNG	9	NP
8	2,	2 ,	SN+SP	9	NP_CNJ
9	3루	3 루	SN+NNG	10	NP
10	찬스를	찬스 를	NNG+JKO	11	NP_OBJ
11	잡았으나	잡 았 으나	VV+EP+EC	17	VP
12	중심	중심	NNG	13	NP
13	타선의	타선 의	NNG+JKG	14	NP_MOD
14	침묵으로	침묵 으로	NNG+JKB	17	NP_AJT
15	한	한	MMN	16	DP
16	점도	점 도	NNB+JX	17	NP_OBJ
17	얻지	얻 지	VV+EC	18	VP
18	못했다.	못 하 였 다 .	MAG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00165_wikitree	그리고 그 한나절이 훌쩍 넘는 긴 일정속에 밥은 1끼밖에 안줬습니다.
1	그리고	그리고	MAJ	10	AP
2	그	그	MMD	7	DP
3	한나절이	한 나절 이	MMN+NNG+JKS	5	NP_SBJ
4	훌쩍	훌쩍	MAG	5	AP
5	넘는	넘 는	VV+ETM	7	VP_MOD
6	긴	길 ㄴ	VA+ETM	7	VP_MOD
7	일정속에	일정 속 에	NNG+NNG+JKB	10	NP_AJT
8	밥은	밥 은	NNG+JX	10	NP_OBJ
9	1끼밖에	1 끼 밖에	SN+NNG+JX	10	NP_OBJ
10	안줬습니다.	안 주 었 습니다 .	MAG+VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00166_wikitree	2일(현지시간) 인도네시아에서 규모 6.1의 강진이 발생해 아체 지역에 영향을 미쳤다고 미국 지질조사국(USGS)이 밝혔다.
1	2일(현지시간)	2 일 ( 현지 시간 )	SN+NNB+SS+NNG+NNG+SS	6	NP_AJT
2	인도네시아에서	인도네시아 에서	NNP+JKB	6	NP_AJT
3	규모	규모	NNG	4	NP
4	6.1의	6 . 1 의	SN+SP+SN+JKG	5	NP_MOD
5	강진이	강진 이	NNG+JKS	6	NP_SBJ
6	발생해	발생 하 여	NNG+XSV+EC	10	VP
7	아체	아체	NNP	8	NP
8	지역에	지역 에	NNG+JKB	10	NP_AJT
9	영향을	영향 을	NNG+JKO	10	NP_OBJ
10	미쳤다고	미치 었 다고	VV+EP+EC	13	VP_AJT
11	미국	미국	NNP	12	NP
12	지질조사국(USGS)이	지질조사국 ( USGS ) 이	NNP+SS+SL+SS+JKS	13	NP_SBJ
13	밝혔다.	밝히 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00167_wikitree	15일 금융권에 따르면 금융감독원은 이날 국민검사청구심의위원회를 열어 만장일치로 금융소비자원 등 600여명의 동양 CP 피해자들이 제기한 국민검사청구를 수용하기로 했다.
1	15일	15 일	SN+NNB	3	NP_AJT
2	금융권에	금융 권 에	NNG+XSN+JKB	3	NP_AJT
3	따르면	따르 면	VV+EC	17	VP
